epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,676.33,1.45819,0.99208,1.42856,0.7489,0.67939,0.73231,0.39661,1.5993,1.02356,1.62593,0.001703,0.001703,0.001703
17,719.627,1.47495,0.96675,1.42826,0.67643,0.6355,0.66431,0.3534,1.705,1.26699,1.70168,0.0016832,0.0016832,0.0016832
18,761.945,1.45247,0.97579,1.40714,0.74131,0.61641,0.70662,0.37585,1.67277,1.0655,1.66781,0.0016634,0.0016634,0.0016634
19,804.928,1.47427,0.97357,1.43409,0.70365,0.64885,0.70333,0.37182,1.70193,1.08802,1.69483,0.0016436,0.0016436,0.0016436
20,847.108,1.47204,0.98977,1.43946,0.74848,0.61832,0.70344,0.371,1.68532,1.04931,1.71885,0.0016238,0.0016238,0.0016238
21,888.626,1.43816,0.95657,1.41586,0.68904,0.62786,0.69609,0.37015,1.70147,1.0932,1.67753,0.001604,0.001604,0.001604
22,930.782,1.43167,0.9488,1.40938,0.74966,0.61722,0.70172,0.37724,1.66546,1.08083,1.64879,0.0015842,0.0015842,0.0015842
23,972.89,1.43283,0.94999,1.41825,0.7612,0.66031,0.72787,0.38319,1.63873,1.04362,1.64874,0.0015644,0.0015644,0.0015644
24,1014.71,1.41195,0.93991,1.41559,0.70563,0.64122,0.71251,0.38586,1.64978,1.06053,1.62905,0.0015446,0.0015446,0.0015446
25,1056.63,1.44769,0.92118,1.38533,0.75323,0.63359,0.70446,0.37635,1.68571,1.0839,1.68685,0.0015248,0.0015248,0.0015248
26,1098.66,1.41718,0.93468,1.41978,0.75235,0.64504,0.72745,0.39481,1.65513,1.07002,1.66221,0.001505,0.001505,0.001505
27,1140.74,1.43636,0.9185,1.38874,0.68305,0.67447,0.70821,0.37901,1.65069,1.0814,1.65602,0.0014852,0.0014852,0.0014852
28,1182.54,1.42145,0.9388,1.39974,0.76933,0.64695,0.71894,0.38421,1.64003,1.0444,1.65041,0.0014654,0.0014654,0.0014654
29,1226.55,1.43117,0.93667,1.41606,0.73892,0.64273,0.69586,0.36282,1.6718,1.08309,1.66904,0.0014456,0.0014456,0.0014456
30,1269.24,1.4046,0.91795,1.37812,0.7879,0.6355,0.73782,0.39387,1.61127,nan,1.6277,0.0014258,0.0014258,0.0014258
31,1311.96,1.40152,0.91327,1.38041,0.77943,0.6126,0.7208,0.38695,1.62978,1.05268,1.62906,0.001406,0.001406,0.001406
32,1355.05,1.37649,0.90478,1.37208,0.74255,0.66052,0.72835,0.40162,1.59059,1.04707,1.61249,0.0013862,0.0013862,0.0013862
33,1397.97,1.37351,0.88701,1.37786,0.75109,0.65647,0.72547,0.39185,1.63202,1.07354,1.62148,0.0013664,0.0013664,0.0013664
34,1439.57,1.37409,0.88494,1.36274,0.67629,0.66031,0.70429,0.37784,1.62152,1.0579,1.61175,0.0013466,0.0013466,0.0013466
35,1481.78,1.36802,0.89206,1.36818,0.79919,0.6126,0.71819,0.38727,1.64234,1.04268,1.65706,0.0013268,0.0013268,0.0013268
36,1525.24,1.35287,0.87352,1.34378,0.73863,0.6355,0.71663,0.38706,1.61573,1.06349,1.64449,0.001307,0.001307,0.001307
37,1568.11,1.37512,0.88454,1.34257,0.75193,0.62977,0.70215,0.38159,1.66531,1.05244,1.66891,0.0012872,0.0012872,0.0012872
38,1610.95,1.36831,0.9028,1.36921,0.74224,0.63931,0.70169,0.38222,1.64247,1.07271,1.64392,0.0012674,0.0012674,0.0012674
39,1653.32,1.34767,0.85658,1.34443,0.78475,0.5916,0.70512,0.38795,1.63782,1.11972,1.65186,0.0012476,0.0012476,0.0012476
40,1695.75,1.33424,0.84667,1.34535,0.74467,0.62893,0.70369,0.38895,1.65804,1.05374,1.68142,0.0012278,0.0012278,0.0012278
41,1738.41,1.32713,0.86986,1.35073,0.79739,0.62405,0.72291,0.40355,1.59924,1.01898,1.62852,0.001208,0.001208,0.001208
42,1781.91,1.34894,0.86249,1.35029,0.77157,0.65748,0.72177,0.3929,1.63486,1.02117,1.63645,0.0011882,0.0011882,0.0011882
43,1824.44,1.29241,0.85184,1.33696,0.74911,0.66412,0.71827,0.39943,1.60487,1.00964,1.64581,0.0011684,0.0011684,0.0011684
44,1866.49,1.31294,0.83917,1.33742,0.76469,0.67176,0.7294,0.40679,1.58842,1.01818,1.61886,0.0011486,0.0011486,0.0011486
45,1909.43,1.32434,0.84568,1.33009,0.75685,0.67126,0.73681,0.40278,1.60497,1.02584,1.62939,0.0011288,0.0011288,0.0011288
46,1951.89,1.3004,0.81911,1.32327,0.71837,0.70038,0.73116,0.38394,1.60393,1.04426,1.61963,0.001109,0.001109,0.001109
47,1993.91,1.29696,0.82854,1.31268,0.71695,0.63808,0.68098,0.35815,1.62733,1.16219,1.63839,0.0010892,0.0010892,0.0010892
48,2035.38,1.29724,0.831,1.3213,0.7704,0.65956,0.73229,0.40628,1.6009,1.03317,1.63776,0.0010694,0.0010694,0.0010694
49,2077.27,1.26455,0.77841,1.29786,0.76332,0.67705,0.74033,0.40614,1.59561,0.97098,1.63022,0.0010496,0.0010496,0.0010496
50,2119.63,1.27658,0.79793,1.29682,0.75775,0.6374,0.71187,0.39477,1.60909,1.02509,1.62887,0.0010298,0.0010298,0.0010298
51,2161.71,1.29667,0.82517,1.33624,0.81465,0.64695,0.72477,0.39506,1.59951,1.00318,1.62949,0.00101,0.00101,0.00101
52,2203.58,1.29799,0.83109,1.31195,0.73987,0.6355,0.70706,0.39223,1.59044,1.03298,1.63935,0.0009902,0.0009902,0.0009902
53,2245.94,1.26403,0.79502,1.29425,0.74386,0.6429,0.7058,0.39714,1.63197,0.98702,1.67781,0.0009704,0.0009704,0.0009704
54,2289.3,1.24678,0.79781,1.2887,0.77738,0.66639,0.73206,0.3949,1.616,0.98709,1.63543,0.0009506,0.0009506,0.0009506
55,2331.52,1.28131,0.80209,1.30465,0.76191,0.64504,0.72826,0.39342,1.59327,1.01216,1.63007,0.0009308,0.0009308,0.0009308
56,2373.92,1.26703,0.78409,1.30007,0.75809,0.66985,0.7392,0.39829,1.62696,1.00732,1.65075,0.000911,0.000911,0.000911
57,2416.16,1.26668,0.7992,1.30121,0.74651,0.68004,0.73699,0.39717,1.59292,1.00636,1.63747,0.0008912,0.0008912,0.0008912
58,2459.17,1.25255,0.76679,1.286,0.7498,0.68056,0.72464,0.38987,1.65247,1.02373,1.69049,0.0008714,0.0008714,0.0008714
59,2501.31,1.24793,0.78742,1.28504,0.74542,0.67056,0.72328,0.40002,1.60287,1.01257,1.62964,0.0008516,0.0008516,0.0008516
60,2543.37,1.20222,0.779,1.28988,0.75981,0.67748,0.74027,0.40193,1.59577,0.98073,1.6434,0.0008318,0.0008318,0.0008318
61,2586.13,1.25958,0.78769,1.29347,0.75493,0.66221,0.72914,0.39986,1.60502,1.01196,1.64915,0.000812,0.000812,0.000812
62,2628.87,1.23428,0.75527,1.25906,0.76774,0.65458,0.7229,0.38866,1.62895,1.03822,1.64998,0.0007922,0.0007922,0.0007922
63,2671.21,1.22122,0.75147,1.26642,0.75485,0.664,0.73041,0.40029,1.57829,1.03894,1.6149,0.0007724,0.0007724,0.0007724
64,2713.22,1.2059,0.74657,1.26343,0.76904,0.63931,0.71372,0.39002,1.60113,1.00176,1.67193,0.0007526,0.0007526,0.0007526
65,2755.57,1.21261,0.75837,1.28304,0.75913,0.67557,0.72813,0.39731,1.62093,1.00061,1.68267,0.0007328,0.0007328,0.0007328
66,2797.55,1.2033,0.75194,1.26445,0.73094,0.65076,0.71578,0.38998,1.60357,1.02498,1.64139,0.000713,0.000713,0.000713
67,2840.22,1.19578,0.73832,1.26989,0.76649,0.66985,0.73362,0.39312,1.63754,1.02479,1.68465,0.0006932,0.0006932,0.0006932
68,2882.53,1.21632,0.75277,1.26079,0.75305,0.66926,0.73105,0.40209,1.58802,0.98823,1.63032,0.0006734,0.0006734,0.0006734
69,2925.26,1.17815,0.74308,1.23758,0.76423,0.64313,0.7052,0.38036,1.61939,1.00175,1.68532,0.0006536,0.0006536,0.0006536
